,0,1,2,3,4
937,mata ajar jawa bal panjang sekolah izin offline pj,positif,"Ppkn jawa-bali diperpanjang sekolah diizinkan ptm dan pjj
#TingkatkanEkonomiNegeri https://t.co/NMOqo9CyHx",2022-02-02 23:33:33+00:00,Therow73912208
938,offline di sesi,netral,@convomf ptm tp di sesi,2022-02-02 23:33:08+00:00,guraice
939,offline bisa ajar siap diri lebih baik raih impi masa depan,positif,"Dalam PTM, kita bisa belajar dan mempersiapkan diri dengan lebih baik untuk meraih impian masa depan",2022-02-02 23:24:08+00:00,OptimisMeraihImpian
940,offline hidup semangat ajar dan beri motivasi lebih tuntut ilmu,positif,PTM menghidupkan semangat belajar kita dan memberikan motivasi lebih dalam menuntut ilmu,2022-02-02 23:35:08+00:00,MotivasiBelajar
941,era offline ruang lebih besar inovasi terap teknologi ajar,positif,"Di era PTM, ada ruang lebih besar bagi inovasi dan penerapan teknologi dalam pembelajaran",2022-02-02 23:34:08+00:00,InovasiPendidikan
942,offline sempat terus kembang baik hal akademik maupun sosial,positif,"PTM adalah kesempatan untuk terus berkembang, baik dalam hal akademik maupun sosial",2022-02-02 23:36:08+00:00,BerkembangBersama
943,suasana offline buat kelas jadi lebih hidup interaktif ajar jadi lebih senang,positif,Suasana PTM membuat kelas menjadi lebih hidup dan interaktif. Pembelajaran jadi lebih menyenangkan!,2022-02-02 23:37:08+00:00,KelasInteraktif
944,offline kamu sekarang lagi pkl,netral,"@convomf ptm nder, tp sekarang gua lagi pkl",2022-02-02 23:32:51+00:00,cigaretssy
945,offline malas banget,negatif,@tanyakanrl ptm males bgt:(,2022-02-02 23:32:50+00:00,zeyyesky
946,evaluasi tidak_putus paham aku hasil evaluasi baik tidak_ offline lalu beri masuk ambil putus,negatif,"@sigitmawardi @BangUkis @GoodDoggo107 Evaluasi, bukan memutuskan. Itu pemahaman saya. Hasil evaluasinya sebaiknya tidak diadakan PTM, lalu diberikan masukan ke pengambil keputusan.",2022-02-02 23:32:49+00:00,Yanua02
947,plis mas mau offline anjing kaalu pj jadi bodoh,negatif,"@schfess Plisss... Sy Masi mau PTM cug, kaalu PJJ Sy jadi bodoh",2022-02-02 23:32:28+00:00,isaismine
948,kamis jumat pj cui tidak_tahu senin pj apa offline,netral,@convomf kamis jumat pjj cui gatau senin pjj apa ptm,2022-02-02 23:32:17+00:00,outhera
949,offline mungkin diskusi kolaborasi guru siswa ajar jadi lebih seru,positif,PTM memungkinkan adanya diskusi dan kolaborasi antara guru dan siswa. Pembelajaran jadi lebih seru!,2022-02-02 23:23:17+00:00,PembelajaranInteraktif
950,sekolah bisa lebih leluasa kreasi ekspresi ide ide,positif,"Di sekolah, kami bisa lebih leluasa untuk berkreasi dan mengekspresikan ide-ide kami.",2022-02-02 23:42:17+00:00,SiswaKreatif456
951,offline kamu,netral,@convomf Masih ptm nder,2022-02-02 23:31:54+00:00,cat_heriin
952,kasus covid tingkat gubernur banten tangerang raya tidak_ offline,positif,"#Kamis #LintasBantenPagi Kasus Covid-19 Meningkat, Gubernur Banten Pastikan Tangerang Raya Tak Ada PTM https://t.co/bc8SAyW3Jp",2022-02-02 23:31:46+00:00,RRIBanten
953,mendung begini enak bobo tidak_ tidak_offline,netral,mendung gini enaknya bobo ga si bkn ptm https://t.co/byAhZql0oY,2022-02-02 23:29:27+00:00,pacarnyaminhi
954,pagi tidak_lupa sarap iya offline semangat punya bagus hari,positif,"pagii! jangan lupa sarapan ya, yang ptm semangat! have a nice day!!",2022-02-02 23:29:23+00:00,02SJH18
955,mau balik baru normal offline kelas sekolah pagi sore sedih kapan iya,positif,"pengen balik new normal, ptm 100% sekelas, sekolah dari pagi-sore, huhu kapan ya 😔",2022-02-02 23:28:54+00:00,nameisjoon
956,baru masuk offline masa pj sih,negatif,"Baru aja masuk PTM, masa harus PJJ lagi sih 😩",2022-02-02 23:28:51+00:00,MahardikaRirin
957,offline gp tidak_full pj,netral,"@schfess 50% ptm gpp, tpi jngn full pjj",2022-02-02 23:28:19+00:00,lilyoonjix
958,tahu indonesia lagak offline ,negatif,udah tau ini Indonesia berlagak ptm 100% wkwkw,2022-02-02 23:28:12+00:00,sequoiz
959,sekolah offline,netral,"@mrkiiehyuck ke sekolahh, ptm😀",2022-02-02 23:27:45+00:00,akunketje
960,egois mau offline semua tahu covid tidak_pulih memang mau tetep gaul pada kena covid,negatif,@schfess Pada egois sih mau PTM semua udah tau covid belum 100% pulih. Emang mau tetep bergaul tapi pada kena covid??,2022-02-02 23:27:24+00:00,pickhangyul
961,pagi offline saya bolos,negatif,"@secretbeaar morning, ptm tp sy bolos 😯",2022-02-02 23:25:26+00:00,oseoreo
962,mau offline mau main sama teman tidak_mau kuliah,netral,Gue mau offline krn mau maen sm temen2 aja gamau kuliah🙏🏻🙏🏻🙏🏻,2022-02-02 23:53:08+00:00,johnnyspet
963,baru kuliah offline sekali online,netral,Baru juga kuliah offline sekali udah online lagii,2022-02-02 23:52:03+00:00,winteebels
964,kuliah offline bawa apa kampus biasa rumah modal hp sama rebah,netral,Kuliah offline bawa apa y ke kampus? Biasa di rmh modal hp sama rebahan doang 🙃,2022-02-02 23:39:50+00:00,abcDEA28
965,hari mulai kuliah offline hm malas benar,negatif,hari ini mulai kuliah offline lagi hmm malezzz sebenernya,2022-02-02 23:36:18+00:00,cottonmyeon19
966,punya online kalau kuliah praktik offline jadi fleksibel,netral,"@collegemenfess Punyaku masih online, tapi kalo kuliah praktik boleh offline. Jadi fleksibel",2022-02-02 23:27:49+00:00,hzjoonie
967,saya libur tidak_tahu kalau kuliah  offline,netral,"@rosettaf1wr tp aku lg libur, gk tau kalo kuliah nanti wkw offline lg",2022-02-02 23:26:53+00:00,jinkookavvv
968,offline lama pandemi lambat maju didik,negatif,PTM selama pandemi hanya memperlambat kemajuan pendidikan.,2022-02-02 23:20:53+00:00,PendidikanKrisis
969,offline resep bencana lebih besar risiko abai,negatif,PTM adalah resep untuk bencana lebih besar. Mengapa risiko diabaikan?,2022-02-02 23:15:53+00:00,PertumbuhanTerhambat
970,selenggara offline fasilitas minim korban guru siswa,negatif,Menyelenggarakan PTM dengan fasilitas yang minim adalah pengorbanan pada guru dan siswa,2022-02-02 23:14:53+00:00,SiswaTerlupakan
971,nyawa siswa tidak_harga offline pandemi buat rentan papar virus,negatif,Apakah nyawa siswa tidak berharga? PTM saat pandemi hanya membuat mereka rentan terpapar virus.,2022-02-02 23:19:53+00:00,GuruTergesah
972,offline tidak_langkah cegah pada resiko tidak_banding manfaat,negatif,PTM tanpa langkah pencegahan yang memadai adalah resiko yang tidak sebanding dengan manfaatnya.,2022-02-02 23:20:53+00:00,PendidikanDalamKekacauan
973,semangat manda tidak_lupa review kuliah offline,netral,"@PS_AmandaJKT48 Semangat manda, jgn lupa review kuliah offline nya😂😂",2022-02-02 23:26:38+00:00,skalaabumi
974,kejut semangat kuliah offline,positif,@PS_AmandaJKT48 wihhh semangattt kuliah offline nya,2022-02-02 23:21:02+00:00,aevzack
975,moga meski habis kuliah offline hidup main wibu tetap imbang,positif,semoga meskipun habis ini kuliah offline kehidupan pergenshinan dan perwibuanku tetap balance🙏,2022-02-02 23:20:09+00:00,rasyidfebrianto
976,akhir aku kuliah offline lumayan seru takut akakakak,netral,akhirnya ku sudah kuliah offline mayan seru tp tkt akakakak,2022-02-02 23:16:53+00:00,whojhyun
977,hari juga kuliah offline semangat,positif,"@PS_AmandaJKT48 Hari ini juga aku kuliah offline 😭😭
Semangat kitaaaah",2022-02-02 23:15:48+00:00,NaNiNuNew_
978,selamat pagi hari adalah kuliah offline pertama kali sedih degdegan pertama kali kampus tidak_lupa sarap iya,positif,"Selamat pagi! #manduTMI hari ini adalah, aku kuliah offline pertama kali huhu degdegan pertama kali ke kampus 🥺 jangan lupa sarapan yaa",2022-02-02 23:13:05+00:00,PS_AmandaJKT48
979,iya tuhan sebentar saya kuliah offline,negatif,YA ALLAH BENTAR LAGI GUE KULIAH OFFLINE 😭,2022-02-02 23:09:59+00:00,akunanaass
980,upnsby mau tanya kalau surat tuju kuliah milih offline waktu mku online apa tidak_iya ikut mku online terima kasih,netral,-upnsby mau tanya kalau yg surat persetujuan kuliah milih offline tapi pas mku kebagian online boleh apa ga ya ikut mku yg online itu? thankyouu,2022-02-02 23:02:16+00:00,YUPIEN_FESS
981,bangun pagi kuliah pagi  kalau offline biasa bakal lambat bangun samper teman kosan kalau sekarang mas online iya deh,netral,"Bangun pagi untuk kuliah pagi wkwkwkw kalau offline biasanya bakal telat bangun sampe disamper temen ke kosan, kalau sekarang karena masi online ya gitu deh😭",2022-02-02 22:54:51+00:00,aboutseoarchive
982,tidak_ waktu kuliah offline iya sering,netral,"@convomfs engga, tapi pas kuliah offline ya sering",2022-02-02 22:54:38+00:00,ongjae_
983,akhir mandi pagi rutin waktu kuliah offline terus tidak_pagi,negatif,"Terakhir mandi pagi yang rutin pas masih kuliah offline, terus jg ga sepagi ini 😫",2022-02-02 22:53:17+00:00,sydzand
984,semangat first hari kuliah offline hari senang lt,positif,"semangatt, first day kuliah offline hari ini yeayyy! &lt;3",2022-02-02 22:43:13+00:00,chillfluffy
985,offline beri sempat saling ajar bagi ide teman teman cara langsung,positif,PTM memberikan kesempatan untuk saling belajar dan berbagi ide dengan teman-teman secara langsung. ,2022-02-02 22:21:13+00:00,GuruInspiratif88
986,terima kasih semua guru dengan sabar bimbing dalam ajar tatap muka sangat terima kasih,positif,Terima kasih kepada semua guru yang dengan sabar membimbing kami dalam pembelajaran tatap muka. Kami sangat berterima kasih!,2022-02-02 22:30:15+00:00,BelajarBareng123
987,malas gerak banget buat on the way sedang jalan kampus kuliah tidak_ offline,negatif,"Mager bgt buat otw kampus, bcs kuliah blm pasti offline",2022-02-02 22:31:28+00:00,cheerfulnesspou
988,tidak_kalau kuliah offline uji online buah would be such berkah,netral,"Bisa ga kalau kuliah offline tapi ujiannya online , that would be such a blessing ☺",2022-02-02 22:18:33+00:00,OizXRose
989,senang buat kuliah offline mau ketemu teman teman kasus covid naik naik,negatif,excited buat kuliah offline karena mau ketemu temen” tapi gaer juga kasus covid lagi naik naiknya,2022-02-02 22:14:03+00:00,delightiz
990,cuma kalian kuliah badan sehat terus minum obat obat tidak_kalau ada kalian minum apa kirim baru pertama kuliah offline pusing lemes,negatif,"[cm] kalian biar kuliahnya badan fit terus gitu, ada yg minum vitamin atau suplemen gak? Klo ada kalian minum apa? Sender baru pertama kuliah offline udah pusing, lemes gitu😭",2022-02-02 22:10:37+00:00,collegemenfess
991,dulu mau kuliah offline gilir kabar hybrid kaku sendiri,negatif,"Dulu2 pengen kuliah offline, giliran dapat kabar bakalan Hybride kagok sendiri🙂",2022-02-02 21:36:13+00:00,2NEaugust
992,offline beri sempat siswa lebih aktif proses ajar naik motivasi,positif,PTM memberikan kesempatan bagi siswa untuk lebih aktif dalam proses belajar dan meningkatkan motivasi mereka.,2022-02-02 21:40:20+00:00,reiynakkkr
993,cuma kirim sebentar kuliah offline saran bekal tidak_buat anak rantau soal kalau kantin tidak_tahu buka apa tidak_kalau buka ramai kalau biaya tidak_ribet iya tertawa,netral,"[cm] sender bentar lagi kuliah offline, ada saran bekal gak buat anak rantau? soalnya kalo ke kantin gitu gak tahu buka apa engga, kalo buka pasti ramai, yang low budg3t dan gak ribet ya wkwkkw",2022-02-02 19:33:54+00:00,collegemenfess
994,mikir bagaimana iya hidup tidak_kucing sebentar kuliah offline saya rantau,negatif,@ssefnum Lagi mikir gimana ya aku hidup tanpa kucingku karena sebentar lagi kuliah offline dan aku ngerantau. 😔,2022-02-02 18:37:45+00:00,Kyoujiniest
995,senang temu langsung guru guru baik sekolah ajar jadi lebih senang,positif,Senangnya bisa bertemu langsung dengan guru-guru terbaik di sekolah. Belajar jadi lebih menyenangkan!,2022-02-02 18:20:45+00:00,Huieranie
996,padahal kuliah mau offline,negatif,@AREAJULID pdl kuliah udah mau offline😂,2022-02-02 18:36:47+00:00,pwettyczeni
997,cuma rekomendasi kerja apa iya bisa dilakuin kuliah offline begini soal bosen banget saya tidak_ikut organisasi,netral,[cm] rekomendasiin kerjaan apa ya yang bisa dilakuin sambil kuliah offline gini? soalnya bosen banget dan aku ngga ikut organisasi hehe,2022-02-02 18:30:30+00:00,collegemenfess
998,offline hadir suasana ajar lebih fokus disiplin siswa,positif,PTM menghadirkan suasana belajar yang lebih fokus dan disiplin bagi siswa.,2022-02-02 18:21:30+00:00,PendidikanBerkualitas
999,kuliah offline lebih masuk otak tidak_ online,positif,@collegemenfess Kuliah offline lbh masuk otak gak sih drpd onlen😭😭,2022-02-02 18:28:12+00:00,chocomin_ie
1000,buat minggu depan kuliah offline,negatif,buat mingdep udah kuliah offline😔,2022-02-02 18:22:25+00:00,adoliee
1001,kuliah anjing tidak_ jadwal teknis kuliah kata offline awas kalau tahu jadwal tanggal tidak_punya kos salam gila,negatif,"H-4 kuliah anjir, belum bagi jadwal dan teknis kuliah yang katanya offline.. awas aja kalo tau2 dapet jadwal tanggal 7, belom punya kost woiii gilakk",2022-02-02 18:04:29+00:00,lilly_are_lilac
1002,mau kuliah offline gilir offline benar protes,netral,pengen kuliah offline giliran offline beneran pada protes,2022-02-02 18:00:11+00:00,busuniriyaaa
1003,apa cuma yang tidak_mau kuliah offline fh tidak_cepat yah,negatif,apa cm gue yg gamau kuliah offline?? fh jgn cepet2 yah,2022-02-02 17:57:37+00:00,liddyyas
1004,bayang kalau benar offline kuliah terus zombie bagaimana dong,netral,"Bayangkan, kalau beneran offline kuliah, trus ada zombie, gmn dong",2022-02-02 17:45:53+00:00,Solarbepolar
1005,tidak_siap kuliah offline,negatif,ga siap kuliah offline😭,2022-02-02 17:33:20+00:00,bi9tirexx
1006,senang rasa kembali interaksi langsung teman teman sekolah offline,positif,Senang rasanya bisa kembali berinteraksi langsung dengan teman-teman di sekolah dalam PTM!,2022-02-02 17:24:20+00:00,SiswaSemangat
1007,tatap muka sekolah buat ajar lebih senang interaktif,positif,Tatap muka di sekolah membuat pembelajaran lebih menyenangkan dan interaktif,2022-02-02 17:35:20+00:00,BelajarBahagia
1008,offline beri sempat kita ajar alam langsung dalam paham,positif,PTM memberikan kesempatan bagi kita untuk belajar dari pengalaman langsung dan memperdalam pemahaman,2022-02-02 17:36:20+00:00,InspirasiPendidikan
1009,suasana ajar sekolah offline sangat mungkin kolaborasi siswa guru capai paham lebih baik,positif,Suasana belajar di sekolah saat PTM sangat memungkinkan kolaborasi antara siswa dan guru dalam mencapai pemahaman yang lebih baik,2022-02-02 17:36:20+00:00,BelajarBerkolaborasi
1010,senang kembali ekspresi kreativitas sekolah offline,positif,Senang bisa kembali mengekspresikan kreativitas di sekolah dalam PTM,2022-02-02 17:37:20+00:00,SiswaKreatif
1011,jadwal kuliah semester jelek banget anjing mana kuliah offline,negatif,"jadwal kuliah smt 4 gw jelek bgt anjeng, mana kuliah offline",2022-02-02 17:27:48+00:00,happymealkita
1012,kucing buta belah cantik enak cium enak peluk sekarang hubung jarak jauh saya kuliah offline luar provinsi,negatif,"@kochengfess Kucingku buta sebelah, cantik, enak dicium, enak dipeluk. Sekarang lagi LDR karna aku harus kuliah offline di luar provinsi",2022-02-02 17:21:06+00:00,zumakinarutou
1013,sekarang baru asa anak kuliah benar pamer sama kelas belah dosen tidak_mau offline tertawa,positif,sekarang baru berasa anak kuliah beneran bisa pamer sama kelas sebelah yang dosennya belom mau offline wkwk https://t.co/X4rbwKlPjG,2022-02-02 17:17:08+00:00,fffullcream
1014,tidak_mau kuliah offline mau tetep online soal kalau offline ejek terus anak jakarta kuliah sini nilai jelek iya makanya jadi di sini,negatif,"gamau kuliah offline mau nya tetep online, soalnya klo offline bakalan di roasting terus gua. 'anak jakarta kuliah disini, nilai nya jelek ya makanya jadi di sini?'",2022-02-02 17:10:34+00:00,haechancutiepie
1015,alas takut kuliah offline uji offline terus adik juga tatap muka suka cerewet prokes,negatif,"Alasan masih takut kuliah offline selain ujiannya offline juga, trs adek gue juga udh tatap muka suka gue bawelin prokesnya:(((",2022-02-02 17:00:11+00:00,glittermong
1016,tidak_siap senin masuk offline kuliah tidur siang enak banget,negatif,masih blm siap senin udah masuk offline kuliah karna tidur sampe siang itu enak banget😭🙏🏻,2022-02-02 16:59:52+00:00,engkauu_
1017,aduh benar deg banget mau kuliah offline takut ketemu banyak orang dosen galak,negatif,duh beneran deg2an bgt mau kuliah offline. Tkut ktmu banyak orng dan dosennya galak2,2022-02-02 16:36:16+00:00,haechannunpad
1018,iya tiap mau masuk kuliah offline bahkan tidak_harga covid jadi kuliah online terus kan bahagia sedih the sama time,negatif,"Kenapa yaa, setiap mau masuk kuliah offline malah ngelunjak covid-nya. Jadinya kulon terus kan. (Happy and sad at the same time)",2022-02-02 16:33:54+00:00,MUKAROUVSKY
1019,sebentar mau kuliah offline sistem hybrid aja ketemu temen kelas bahkan temen angkat cuma luar jam kuliah tetapi tidak_ kembang tidak_ soal sudah perangkap banget kalau ajar di rumah terus sudah tahun lho,positif,"Bentar lg dah mau kuliah offline dan sistemnya hybrid... Ini mah ketemu temen² sekelas bahkan temen² seangkatannya cuma bisa di luar jam kuliah aja, but setidaknya ada perkembangan ga sih... Soalnya aku udh stuck bgt kalau belajar di rumah terus, udh 2 thn lho ini :')",2022-02-02 16:32:56+00:00,joyful_ra
1020,moga cepat sembuh adik kakak cewek disie adik lagi kuliah bogor offline moga sehat semua,negatif,@DisieWang semoga cepet sembuh adiknya teh disie🥺 adikku jg lagi kuliah di bogor offline semoga sehat semuanyaaa,2022-02-02 16:32:39+00:00,0dreyna
1021,padahal besok the first time kuliah offline malam bahkan ceurik sesegukan isu mata kamu sakit mati,negatif,"Padahal besok for the first time kuliah offline tp malem ini malah ceurik sesegukan, atuh isukan matana bengkak rip",2022-02-02 16:19:01+00:00,marktermelon_hi
1022,mau kuliah offline ibu,positif,mau kuliah offline makkk,2022-02-02 16:18:44+00:00,chimmycheese
1023,cuma teman pikir satu sisi mau kuliah offline lagi soal tidak_kuat online di satu sisi tidak_siap ninggalin orang tua sudah tua gagal siapa bantuin selesai rumah kalian yang sama tidak_ terus solusi bagaimana sampai menang,netral,"[Cm] gais akutu lagi kepikiran, di satu sisi pengen kuliah offline lagi soalnya dah gakuat online tp di satu sisi ga siap ninggalin ortu yg udh tua, nnt siapa yg bantuin beres2 rumah😭😭😭 kalian ada yg sama ga si?? Terus solusinya gimana? Aku sampe nangis ini 😭",2022-02-02 16:16:25+00:00,collegemenfess
1024,iya tuhan tidak_siap anjing kuliah offline,negatif,Ya Allah kaga siap anjer kuliah offline,2022-02-02 16:15:58+00:00,augustboymark
1025,rasa hari kuliah offline buka masker bolak balik ramai banget kampus kesal tidak_mau kena covid,negatif,Yang kurasakan hari ini kuliah offline 100% pada buka masker bolak balik rame banget kampusnya yaelah gue ga mau kena covid,2022-02-02 16:11:41+00:00,JIHOONSIMP
1026,kuliah mau offline tidak_senang bahkan cenang,negatif,"kuliah mau offline bukannya excited, malah anxious",2022-02-02 16:10:03+00:00,thegrayfailure
